# genome1: Human
# genome2: Mouse
# genome3: Rat
# genome4: Chicken
# block_id genome1_chr genome1_start genome1_len genome1_sign genome2_chr genome2_start genome2_len genome2_sign genome3_chr genome3_start genome3_len genome3_sign genome4_chr genome4_start genome4_len genome4_sign
0 1 10244558 155801 + 4 145596839 139275 - 5 166048505 136335 - 21 3649629 25106 +
0 1 10412778 153475 + 4 145577630 3801 - 5 166030530 1626 - 21 3693731 34876 +
0 1 10782225 11415 + 4 145253028 10032 - 5 165709782 8061 - 21 3917559 5614 +
0 1 10796127 20714 + 4 145238851 12950 - 5 165692814 13822 - 21 3925439 25149 +
0 1 10824195 5409 + 4 145227816 3104 - 5 165682704 3157 - 21 3965258 3522 +
0 1 10836227 33257 + 4 145194751 23949 - 5 165652128 23515 - 21 3970738 13823 +
0 1 11248841 58312 + 4 144877558 46573 - 5 165330186 30537 - 21 5448526 15465 -
0 1 11417996 6289 + 4 144800375 2342 - 5 165249268 5429 - 21 5396923 2684 -
0 1 11425439 6453 + 4 144782090 14092 - 5 165233197 3390 - 21 5392823 2846 -
0 1 11444091 17162 + 4 144776792 5206 - 5 165228619 4091 - 21 5388728 2856 -
0 1 11515385 4983 + 4 144716516 7787 - 5 165166088 3931 - 21 5362017 7637 -
0 1 11556227 19301 + 4 144675461 16429 - 5 165123407 13666 - 21 5336875 6755 -
0 1 11575814 36917 + 4 144642786 32284 - 5 165090623 30129 - 21 5319572 15182 -
0 1 11615315 2075 + 4 144637137 555 - 5 165084709 1293 - 21 5307887 2001 -
0 1 11689671 6360 + 4 144577197 6419 - 5 165027884 4251 - 21 5266713 842 -
0 1 11704292 40848 + 4 144546059 26947 - 5 164998095 24628 - 21 5247412 15431 -
0 1 11749915 33196 + 4 144509901 31105 - 5 164961176 30907 - 21 5235339 8939 -
0 1 11791330 10316 + 4 144497094 7670 - 5 164949631 5046 - 21 5221651 7776 -
0 1 11832980 80828 + 4 143530728 46171 - 5 163726650 45773 - 21 5198784 14792 -
0 1 11936606 42216 + 4 143475830 32809 - 5 163678129 29474 - 21 5182528 13200 -
0 1 12309030 49534 + 4 143154579 34814 - 5 163352343 33020 - 21 5012802 24253 -
0 1 12487253 14721 + 4 142435683 20581 - 5 162797831 19000 - 21 4945057 3362 -
0 1 13164144 38711 + 4 141516619 19818 - 5 162236402 20829 - 21 4893150 13340 -
0 1 13394047 120225 + 4 141278077 69337 - 5 161976243 72899 - 21 4839310 5874 -
0 1 15373526 50433 + 4 139787126 37353 - 5 160538070 37724 - 21 4054023 18656 +
0 1 15445851 28683 + 4 139737281 21499 - 5 160480413 24314 - 21 4077427 2615 +
0 1 15537056 92591 + 4 139629414 53473 - 5 160370962 53537 - 21 4094293 56041 +
0 1 15631063 34148 + 4 139605231 22550 - 5 160363775 5366 - 21 4152262 3573 +
0 1 15957977 102055 + 4 139354213 7138 - 5 160037437 34188 - 21 4173635 27929 +
0 1 16074819 30901 + 4 139276318 23994 - 5 159986058 2845 - 21 4213340 12311 +
0 1 16148314 19339 + 4 139227075 11792 - 5 159935957 11266 - 21 4226164 6152 +
0 1 16726334 35393 + 4 139121934 17819 - 5 159834696 15162 - 21 149818 7481 -
0 1 16774338 52673 + 4 139066983 46158 - 5 159773048 40093 - 21 139997 8560 -
0 1 17114360 31765 + 4 138868754 15270 - 5 159551119 13341 - 21 110967 3442 -
0 1 18240947 2433 + 4 138042948 1965 - 5 158761808 2071 - 21 6099 1658 -
0 1 18390581 105033 + 4 137809737 94887 - 5 158557804 100288 - 21 4302163 41999 +
0 1 18667401 31146 + 4 137705351 15995 - 5 158447710 11349 - 21 4360987 6163 +
0 1 18700250 12746 + 4 137672392 16358 - 5 158414406 13998 - 21 4375068 9670 +
0 1 18870483 135734 + 4 137449827 108843 - 5 158225738 73985 - 21 4405580 72786 +
0 1 19014060 33461 + 4 137431265 13801 - 5 158164754 21936 - 21 4483263 9614 +
0 1 19047774 7459 + 4 137416586 4852 - 5 158159393 5014 - 21 4493043 2105 +
0 1 19099939 8156 + 4 137379884 7681 - 5 158107680 8576 - 21 4495388 3055 +
0 1 19120633 7763 + 4 137367671 12136 - 5 158098030 3281 - 21 4499360 8325 +
0 1 19135239 80483 + 4 137262114 98783 - 5 158038812 51184 - 21 4510806 61074 +
0 1 19479008 104078 + 4 137042032 86274 - 5 157823542 36949 - 21 4625789 36702 +
0 1 21848657 40253 + 4 135381724 37973 - 5 156116178 17867 - 21 6059095 21549 -
0 1 21915920 23014 + 4 135339529 19410 - 5 156074410 18827 - 21 6025663 11606 -
0 1 22247835 76620 + 4 135045070 35670 - 5 155758982 34518 - 21 5886711 26878 -
0 1 22815455 64203 + 4 134612568 3734 - 5 155309631 2718 - 23 1629565 26837 -
0 1 22883669 21429 + 4 134531795 79540 - 5 155299368 4711 - 23 1615172 3152 -
0 1 23105752 34526 + 4 134373292 29708 - 5 155063603 31603 - 23 1488980 21135 -
0 1 23487769 4621 + 4 134111874 2764 - 5 154837047 2839 - 23 4964948 2667 +
0 1 23539469 16069 + 4 134067019 16224 - 5 154794992 14740 - 23 4969904 12559 +
0 1 23574481 9714 + 4 134037971 10889 - 5 154768771 9665 - 23 4982655 1425 +
0 1 23587121 4381 + 4 134029835 4373 - 5 154760472 4596 - 23 4985500 2574 +
0 1 23591564 3408 + 4 134025362 4426 - 5 154757424 2967 - 23 4990596 1957 +
0 1 23597852 23528 + 4 134008055 16168 - 5 154740287 13329 - 23 4992709 3435 +
0 1 23797429 23350 + 4 133789830 23145 - 5 154512274 24489 - 23 5059818 12565 +
0 1 24180555 34117 + 4 133477562 9482 - 5 154219117 8274 - 23 5152713 7304 +
0 1 24320932 29013 + 4 133383643 31106 - 5 154124843 25935 - 23 2141145 16711 -
0 1 24423016 98910 + 4 133275582 58788 - 5 154015283 61639 - 23 2120847 7307 -
0 1 24900157 9812 + 4 132990859 6557 - 5 153717691 7929 - 23 2032428 2510 +
0 1 25244509 165716 + 4 132924463 31587 - 5 153648716 33667 - 23 2010590 6304 -
0 1 25493826 4349 + 4 132805301 22521 - 5 153516871 11258 - 23 1965811 14142 -
0 1 25751376 12743 + 4 132585986 9153 - 5 153293080 5907 - 23 1883919 8107 -
0 1 26043014 13711 + 4 132336539 10567 - 5 153033919 5643 - 23 2799146 3582 -
0 1 26211335 967 + 4 132187286 1346 - 5 152887723 900 - 23 210038 1511 -
0 1 26213484 20578 + 4 132162476 24181 - 5 152868938 17801 - 23 199225 8787 -
0 1 26253060 20941 + 4 132135317 16969 - 5 152837609 13950 - 23 188481 4185 -
0 1 26342071 15566 + 4 132063209 15490 - 5 152761620 14661 - 23 167975 9608 -
0 1 26363519 38954 + 4 132028928 31815 - 5 152728635 25574 - 23 157177 6078 -
0 1 26627210 86073 + 4 131737498 42997 - 5 151365670 41703 + 23 30328 31774 -
0 1 26719174 10398 + 4 131719465 9934 - 5 151415544 10684 + 23 20439 2251 -
0 1 26821668 9977 + 4 131631860 9497 - 5 151508078 8950 + 23 1729994 4236 +
0 1 26842667 2481 + 4 131610495 3155 - 5 151534724 3315 + 23 1736563 1172 +
0 1 26852912 24663 + 4 131589659 13456 - 5 151545939 14141 + 23 1739240 8884 +
0 1 27029995 56096 + 4 131427485 53468 - 5 151690733 67766 + 23 1772455 6273 +
0 1 27165847 71715 + 4 131349723 11781 - 5 151834917 7722 + 23 1794059 21132 +
0 1 27253410 14168 + 4 131323303 11733 - 5 151858202 11042 + 23 1822545 3898 +
0 1 27704471 51031 + 4 130911320 30374 - 5 152272086 26753 + 23 1352773 11206 +
0 1 27761981 20890 + 4 130884187 16189 - 5 152315988 16402 + 23 1366074 14890 +
0 1 27803774 14099 + 4 130839106 14508 - 5 152359577 15126 + 23 1392160 3808 +
0 1 27822738 23186 + 4 130825617 10120 - 5 152379587 10530 + 23 1397576 2615 +
0 1 27866264 23890 + 4 130790222 24206 - 5 152400601 24357 + 23 1400646 4670 +
0 1 27890661 8631 + 4 130785111 4610 - 5 152425685 6494 + 23 1406592 1525 +
0 1 28682756 46141 + 4 130207450 26885 - 5 151122693 31155 - 23 1861100 6704 -
0 1 28750995 32803 + 4 130155008 39316 - 5 151090641 7992 - 23 1854763 5031 -
0 1 29162434 33441 + 4 129842594 28027 - 5 150741319 27029 - 23 2335994 4970 +
0 1 29206962 37986 + 4 129812386 24297 - 5 150710188 24909 - 23 2345653 2355 +
0 1 29250540 90283 + 4 129737372 69821 - 5 150622785 82300 - 23 2350956 42464 +
0 1 30688468 10891 + 4 128913338 10022 - 5 149815707 8775 - 23 237528 12641 +
0 1 30707788 25351 + 4 128882209 22845 - 5 149785950 20761 - 23 258569 13599 +
0 1 30844786 39120 + 4 128761561 30163 - 5 149497977 30913 + 23 427755 3569 +
0 1 30906826 134192 + 4 128633122 117065 - 5 149541859 119444 + 23 451403 68095 +
0 1 31155066 8407 + 4 128540012 42617 - 5 149705985 6974 + 23 531015 4113 +
0 1 31234890 37200 + 4 128451653 29858 - 5 149398670 33933 - 23 558622 10686 +
0 1 31272315 67938 + 4 128407486 43903 - 5 149358462 34053 - 23 569844 12157 +
0 1 32330271 2110 + 4 127580401 1762 - 5 148655721 1453 - 23 4617442 1331 +
0 1 32333180 29328 + 4 127553332 26557 - 5 148627190 26571 - 23 4619125 6416 +
0 1 32438699 65594 + 4 127517663 7044 - 5 148594596 5643 - 23 4625767 3708 +
0 1 32619293 29432 + 4 127401379 25362 - 5 148483032 18596 - 23 4652655 7042 +
0 1 32652082 11264 + 4 127379078 20701 - 5 148459106 19315 - 23 4661687 1813 +
0 1 32733741 9303 + 4 127310971 2809 - 5 148391376 958 - 23 4678548 6432 +
0 1 32743321 42080 + 4 127281257 29372 - 5 148360550 27773 - 23 4686476 4807 +
0 1 32830350 6098 + 4 127228387 7598 - 5 148306460 6062 - 23 4699629 5956 +
0 1 32854571 8148 + 4 127202969 9733 - 5 148278750 7338 - 23 4715772 1186 +
0 1 32977498 27446 + 4 127084697 18224 - 5 148166790 16409 - 23 4741259 6370 +
0 1 34867622 57548 + 4 125145669 3555 - 5 146578742 3012 - 23 3926047 580 -
0 1 35218629 96572 + 4 124917877 24856 - 5 146278722 60533 - 23 3865345 24855 -
0 1 35326754 123912 + 4 124773387 115584 - 5 146233712 35857 - 23 3829504 24394 -
0 1 35451080 8955 + 4 124763337 10009 - 5 146168189 7394 - 23 3824179 3983 -
0 1 35466633 21954 + 4 124736093 19478 - 5 146139278 19828 - 23 3804142 16284 -
0 1 35496402 38403 + 4 124697296 31991 - 5 146099331 32558 - 23 3786940 8267 -
0 1 35607139 5313 + 4 124631261 692 - 5 145993473 680 - 23 3763827 683 -
0 1 35613788 49425 + 4 124578788 32551 - 5 145942840 31633 - 23 3741819 12009 -
0 1 36117701 80118 + 4 124195485 23885 - 5 145538561 15031 - 23 3585942 15332 -
0 1 36232893 46270 + 4 124146450 11338 - 5 145490160 12186 - 23 3567156 17559 -
0 1 36286693 4462 + 4 124114022 1859 - 5 145461667 368 - 23 3566646 353 -
0 1 36311169 32551 + 4 124075899 30733 - 5 145420828 30411 - 23 3556646 9402 -
0 1 36359306 13476 + 4 124042034 19703 - 5 145387430 16167 - 23 3546379 4075 -
0 1 37367815 9059 + 4 123135730 9408 - 5 144468404 8072 - 23 3322363 7360 -
0 1 37386449 21588 + 4 123102449 24738 - 5 144436469 22896 - 23 3307828 3399 -
0 1 37429799 17754 + 4 123083991 6572 - 5 144419104 6766 - 23 3302854 4638 -
0 1 37504613 23386 + 4 123003728 22669 - 5 144359486 3593 - 23 3276091 4248 -
0 1 37696262 5240 + 4 122868080 4455 - 5 144193630 4109 - 23 3123211 2397 -
0 1 37836925 32108 + 4 122732159 129 - 5 144050117 19387 - 23 3075857 6653 -
0 1 37875738 8733 + 4 122718018 132 - 5 144040981 2076 - 23 3070237 1961 -
0 1 37891708 11080 + 4 122695458 826 - 5 144014109 14329 - 23 3042458 4727 -
0 1 38718315 20319 + 4 121934332 19505 - 5 143218664 18513 - 23 2822036 9035 -
0 1 38963133 402950 + 4 121366219 334727 - 5 142668165 328692 - 23 4759497 106035 +
0 1 39439782 15877 + 4 121299871 15534 - 5 142605300 14127 - 23 4872586 11926 +
0 1 39557935 12445 + 4 121200090 11195 - 5 142500903 2667 - 23 4910305 890 +
0 1 39720023 42448 + 4 121032822 38339 - 5 142336202 42754 - 23 4918670 13340 +
0 1 39834104 14817 + 4 120963080 14332 - 5 142266172 14333 - 23 4939477 7047 +
0 1 39951679 24537 + 4 120852327 22976 - 5 142158726 20872 - 23 4960416 3978 +
0 1 40040355 79530 + 4 119281961 2528 - 5 141741378 30766 - 23 1676085 29215 -
0 1 40137073 36072 + 4 119195315 39005 - 5 141649792 32324 - 23 1659171 13068 -
0 1 40906169 134246 + 4 118583218 82925 - 5 141059716 72778 - 23 1185217 14981 -
0 1 41357747 5844 + 4 118295739 6155 - 5 140747828 5571 - 23 939593 3209 -
0 1 41389416 74373 + 4 118199468 70476 - 5 140685343 35225 - 23 849672 55374 -
0 1 42335524 3855 + 4 117553511 3476 - 5 140014063 3458 - 21 6154772 1854 -
0 1 42537390 18332 + 4 117434682 20566 - 5 139964591 9955 + 21 6122057 4762 -
0 1 42625340 20648 + 4 117367617 15338 - 5 139821518 15117 - 21 6088197 5845 -
0 1 42646234 8470 + 4 117356626 10772 - 5 139817224 3813 - 21 6084775 3173 -
0 1 43043147 8078 + 4 116755532 5148 - 5 139101175 4381 - 8 19912907 4278 +
0 1 43051320 38523 + 4 116727566 27541 - 5 139066485 34103 - 8 19917269 7161 +
0 1 43149701 3265 + 4 116542161 2786 - 5 139014514 650 - 8 19946053 599 +
0 1 43179958 22114 + 4 116472401 18871 - 5 138950819 18988 - 8 19958180 10488 +
0 1 43216814 14923 + 4 116442245 14905 - 5 138928325 8891 - 8 19971676 3123 +
0 1 43237922 4246 + 4 116432744 4440 - 5 138918406 3372 - 8 19975565 5180 +
0 1 43242278 4705 + 4 116427978 4482 - 5 138915779 1593 - 8 19984538 2516 +
0 1 43262883 5871 + 4 116409296 5755 - 5 138897155 3677 - 8 20004973 6368 +
0 1 43268929 22827 + 4 116402665 6465 - 5 138889050 6417 - 8 20014298 1209 +
0 1 43308756 21362 + 4 116363332 22760 - 5 138849233 22111 - 8 20041273 26330 +
0 1 43424041 78587 + 4 116209434 67772 - 5 138676944 67264 - 8 20191232 257791 +
0 1 43529132 55300 + 4 116137863 41716 - 5 138608313 42785 - 8 20452981 19639 +
0 1 43586512 223612 + 4 115955146 11616 - 5 138402698 177038 - 8 20483405 139934 +
0 1 43825905 21082 + 4 115894126 19905 - 5 138365230 19560 - 8 20636212 18011 +
0 1 43848970 3365 + 4 115888276 3380 - 5 138360425 2267 - 8 20655149 2368 -
0 1 43853905 3355 + 4 115883960 3006 - 5 138355667 2032 - 8 20659097 3301 +
0 1 43858398 11735 + 4 115872765 8686 - 5 138344651 7454 - 8 20667915 4568 +
0 1 43876480 19811 + 4 115834969 33968 - 5 138306155 33444 - 8 20674240 3752 +
0 1 44092419 7219 + 4 115674314 7576 - 5 138002923 7648 - 8 20706634 25515 +
0 1 44100037 134137 + 4 115564272 109641 - 5 137847085 154927 - 8 20736729 86648 +
0 1 44511307 19382 + 4 115271103 103987 - 5 137583327 26765 - 8 20849472 146780 +
0 1 44532219 21162 + 4 115251622 16593 - 5 137565208 15368 - 8 21006967 2178 +
0 1 44618845 27855 + 4 115159771 244 - 5 137479429 24687 - 8 21019268 15633 -
0 1 44654535 3171 + 4 115153468 152 - 5 137471931 2575 - 8 21041406 4382 +
0 1 44662553 4118 + 4 115144890 151 - 5 137465007 3660 - 8 21048578 3199 +
0 1 44679191 5683 + 4 115128290 521 - 5 137449098 4730 - 8 21055238 5704 +
0 1 44729746 135803 + 4 115021798 22430 - 5 137332029 71413 - 8 21076190 93885 +
0 1 44881515 7723 + 4 114995036 4947 - 5 137308694 5529 - 8 21180283 9895 +
0 1 44891214 3415 + 4 114989598 4410 - 5 137301711 3322 - 8 21191289 2428 +
0 1 44895372 190150 + 4 114876929 110037 - 5 137182887 115895 - 8 21196378 20534 +
0 1 45429792 19222 + 4 114636144 15118 - 5 136925880 9476 - 8 21404979 17922 +
0 1 45463011 34850 + 4 114601237 26343 - 5 136890038 24859 - 8 21424161 10344 +
0 1 45499011 4012 + 4 114596414 3369 - 5 136885107 3347 - 8 21435270 1633 +
0 1 45639202 232511 + 4 114306389 157091 - 5 136578797 119920 - 8 21599771 66382 +
0 1 45875731 92653 + 4 114221935 77524 - 5 136502720 68979 - 8 21679662 50471 +
0 1 46016127 5420 + 4 114162223 4946 - 5 136447699 4005 - 8 21736039 3286 +
0 1 46024274 9758 + 4 114150200 9271 - 5 136435202 8701 - 8 21746751 11189 +
0 1 46038923 18154 + 4 114136926 7322 - 5 136419841 9035 - 8 21761593 638 +
0 1 46139297 13065 + 4 114066592 8083 - 5 136260738 5411 + 8 21844364 167 +
0 1 46176345 21434 + 4 114032469 21040 - 5 136282552 18698 + 8 21846481 3442 +
0 1 46229938 19499 + 4 113997418 19890 - 5 136316203 17785 + 8 21874296 9399 -
0 1 46342585 7216 + 4 113914749 10516 - 5 136185496 5854 - 8 21910627 5940 -
0 1 46443309 8745 + 4 113830776 540 - 5 136097481 2984 - 8 22073512 8592 +
0 1 46471365 32588 + 4 113784681 250 - 5 136054642 23067 - 8 22091110 7758 +
0 1 46510750 43903 + 4 113737371 1096 - 5 136007028 36352 - 8 22101980 12105 +
0 1 47019182 6464 + 4 113088350 5170 - 5 135467611 4583 - 8 22141231 3915 +
0 1 47085766 63938 + 4 113004498 38324 - 5 135371961 49535 - 8 22163313 16753 +
0 1 47169505 44922 + 4 112960267 26506 - 5 135327139 26964 - 8 22181440 12646 +
0 1 47251661 1979 + 4 112924774 866 - 5 135290914 860 - 8 22217568 972 +
0 1 48134195 173567 + 4 109765968 61485 - 5 133269971 84326 - 8 22881595 34111 +
0 1 48563461 49046 + 4 109413327 45282 - 5 132960732 45481 - 8 23246038 29309 +
0 1 49941881 95090 + 4 108204479 145742 - 5 131677238 95938 - 8 23814015 56594 +
0 1 50276853 519001 + 4 107675008 285351 - 5 131074991 324643 - 8 24051583 138851 +
0 1 50796335 13888 + 4 107659189 4785 - 5 131018111 4315 - 8 24196975 374 +
0 1 51122849 57763 + 4 107405424 37631 - 5 130766608 38227 - 8 24263183 29919 +
0 1 51190817 164101 + 4 107278609 105397 - 5 130662857 81172 - 8 24306354 42568 +
0 1 51452682 171372 + 4 107059967 140561 - 5 130415069 28618 - 8 24366650 52163 +
0 1 51855724 36037 + 4 106832990 27439 - 5 130147973 24227 - 8 24498097 6740 +
0 1 52188123 8497 + 4 106619841 12593 - 5 129913614 11754 - 8 24593008 28272 +
0 1 52208420 31629 + 4 106577782 35359 - 5 129883174 23727 - 8 24622383 15225 +
0 1 52240340 13428 + 4 106563182 14457 - 5 129871839 10982 - 8 24637829 4251 +
0 1 52437962 6678 + 4 106399321 6119 - 5 129512628 7370 - 8 24690375 8363 +
0 1 52522432 11524 + 4 106325757 11241 - 5 129428052 8740 - 8 24749692 1477 +
0 1 52562099 99144 + 4 106233548 23895 - 5 129293242 21011 - 8 24756914 14027 +
0 1 52762966 124234 + 4 106028613 88127 - 5 129158683 76928 - 8 24780147 12127 +
0 1 52897799 23283 + 4 106002719 4852 - 5 129128279 7508 - 8 24800721 20481 +
0 1 52922774 55433 + 4 105953320 45194 - 5 129080579 42598 - 8 24834300 42576 +
0 1 53032408 17105 + 4 105888969 19559 - 5 129012911 17816 - 8 24878327 7017 +
0 1 53049687 6522 + 4 105874849 7939 - 5 128996899 6783 - 8 24887100 7422 +
0 1 53081130 82609 + 4 105786925 68598 - 5 128910838 65234 - 8 24910324 146792 +
0 1 53341824 227971 + 4 105419360 200340 - 5 128671672 72600 - 8 25151108 94649 +
0 1 53757154 24052 + 4 105238534 25995 - 5 128356903 20780 - 8 25355882 3420 +
0 1 53781668 22091 + 4 105218157 19955 - 5 128327731 15369 - 8 25359805 5064 +
0 1 53867272 21757 + 4 105163320 22315 - 5 128275559 20595 - 8 25374382 8229 +
0 1 53889192 46142 + 4 105123464 39497 - 5 128235996 8445 - 8 25382768 3858 +
0 1 53976693 3715 + 4 105081532 10857 - 5 128182838 10196 - 8 25391951 1470 +
0 1 54007947 23361 + 4 105053246 17256 - 5 128152983 14156 - 8 25399694 8207 +
0 1 54035758 18210 + 4 105040515 10985 - 5 128140772 10318 - 8 25408684 3285 +
0 1 54062114 179486 + 4 104896111 137079 - 5 127993206 139791 - 8 25415902 16230 +
0 1 54377848 92472 + 4 104727052 52858 - 5 127827111 21251 - 8 25471089 5041 +
0 1 54551413 26831 + 4 104642764 16633 - 5 127745934 15360 - 8 25479448 4988 -
0 1 54592491 7614 + 4 104633621 2167 - 5 127735109 1427 - 8 25484849 1355 +
0 1 54685226 37583 + 4 104540964 25991 - 5 127642664 25183 - 8 25493796 8141 +
0 1 54816383 11500 + 4 104478845 4045 - 5 127563032 5569 - 8 25509226 2070 +
0 1 54834535 9847 + 4 104463036 8937 - 5 127547575 8699 - 8 25512086 1206 +
0 1 54901959 37603 + 4 104382411 37468 - 5 127469276 33989 - 8 25522063 32673 +
0 1 56329857 85194 + 4 103135240 51457 - 5 126126649 74808 - 8 25945952 18657 +
0 1 56480928 63019 + 4 103013615 74076 - 5 126012898 66350 - 8 26012613 11310 +
0 1 56690388 63424 + 4 102793064 1974 - 5 125783598 52638 - 8 26057859 13856 +
0 1 56764803 36764 + 4 102758258 19608 - 5 125740144 30550 - 8 26077741 12999 +
0 1 56846286 280334 + 4 102344298 364575 - 5 125439359 260429 - 8 26108222 78661 +
0 1 58309463 65421 + 4 101290152 52582 - 5 124271170 48525 - 8 26540820 15722 +
0 1 58490329 34922 + 4 92888653 32308 + 5 115273062 14481 + 8 26571160 11995 +
0 1 58617664 995 + 4 92990923 3132 + 5 115364623 1004 + 8 26605281 965 +
0 1 59132573 465738 + 4 93516299 347187 + 5 116175077 116381 + 8 26755172 108195 +
0 1 59650446 58113 + 4 93903852 55127 + 5 116341537 57802 + 8 26883125 22863 +
0 1 59728898 33481 + 4 94241544 369254 + 5 116423097 361948 + 8 26911622 28009 +
